VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2008,112.564010479,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2009,113.409802462,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2010,114.255594444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2011,108.438136427,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2012,109.11698,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2013,110.191293333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2014,110.915606667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2015,111.38992,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2016,111.4449,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2017,110.628,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2018,111.109933333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2019,111.350666667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2020,111.368,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2021,111.108,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa,2022,111.367,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2000,243.339049242,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2001,242.573467891,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2002,242.824312677,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2003,243.246173808,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2004,245.797807667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2005,247.555441525,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2006,249.191823529,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2007,249.3286722,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2008,248.648954203,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2009,250.149112877,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2010,250.12287155,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2011,245.747949809,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2012,246.584424635,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2013,249.736923606,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2014,249.81536253,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2015,252.002646908,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2016,257.019156787,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2017,257.020585242,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2018,254.232639515,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2019,271.277612258,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2020,259.067392682,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2021,258.0812767,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern Africa and Western Asia,2022,260.610830824,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2000,199.956,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2001,198.874,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2002,197.792,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2003,196.71,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2004,195.628,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2005,194.546,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2006,191.024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2007,187.502,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2008,184.071193611,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2009,180.640387222,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2010,179.849,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2011,179.647,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2012,179.445,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2013,179.243,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2014,179.041,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2015,178.839,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2016,179.449,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2017,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2018,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2019,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2020,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2021,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Northern America,2022,180.059,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2000,16.762085714,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2001,16.873571429,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2002,16.381557143,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2003,15.889542857,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2004,15.397528571,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2005,14.905514286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2006,13.8795,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2007,12.74475,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2008,11.61,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2009,10.47525,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2010,10.617,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2011,10.608,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2012,12.845,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2013,16.228,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2014,15.068,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2015,12.658,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2016,14.408,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2017,15.348772,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2018,15.88572688,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2019,13.708,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2020,11.678,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2021,14.098,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania,2022,14.448,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2000,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2001,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2002,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2003,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2004,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2005,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2006,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2007,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2008,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2009,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2010,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2011,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2012,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2013,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2014,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2015,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2016,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2017,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2018,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2019,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2020,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2000,11.878953971,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2001,11.879403837,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2002,11.879853703,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2003,11.880303569,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2004,12.927673489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2005,12.907095008,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal,Small Island Developing States,2006,13.084457288,10^9 m3/year,E,true
