VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe and Northern America,2022,14.046507035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Land Locked Developing Countries,2020,5.186068139,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Land Locked Developing Countries,2021,5.217752092,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Land Locked Developing Countries,2022,4.862540328,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Latin America and the Caribbean,2020,8.091897973,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Latin America and the Caribbean,2021,8.152683469,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Latin America and the Caribbean,2022,8.291719961,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Least Developed Countries,2020,1.459860992,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Least Developed Countries,2021,1.459860992,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Least Developed Countries,2022,1.459860992,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa,2020,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa,2021,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa,2022,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa and Western Asia,2020,0.389430967,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa and Western Asia,2021,0.38865,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern Africa and Western Asia,2022,0.388821164,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern America,2020,12.04225,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern America,2021,12.026,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Northern America,2022,12.026,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Oceania,2020,1.186,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Oceania,2021,1.386,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Oceania,2022,1.486,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Small Island Developing States,2020,1.1392,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Small Island Developing States,2021,1.1392,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Small Island Developing States,2022,1.1392,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),South-eastern Asia,2020,0.906388267,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),South-eastern Asia,2021,0.897037127,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),South-eastern Asia,2022,0.891171502,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Sub-Saharan Africa,2020,2.084829131,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Sub-Saharan Africa,2021,2.085513084,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Sub-Saharan Africa,2022,2.09730132,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Western Asia,2020,0.389430967,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Western Asia,2021,0.38865,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Western Asia,2022,0.388821164,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),World,2020,31.018271141,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),World,2021,31.276381192,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),World,2022,31.077320982,10^9 m3/year,E,true
